Name,Dialog
Buford,"It doesn't hafta be chowder. Could be a bisque, broth, a consommé."
Phineas,But wouldn't we get all covered in—
Buford,We'd all be delicious!
Isabella,Covered in soup.
Buford,"I'm just workshoppin' this okay? (Takes out a figurine of Phineas wearing a tuxedo.) Here, for scale. (Drops the figurine into the soup.) Bread Bowl Hot Tub."
The gang,Oh.
Phineas,"Gang, I know what we're gonna—"
Lawrence,"Oh, Blimey!"
Phineas,Dad?
Lawrence,"Oh, no."
Phineas,Come on!
Baljeet,Why is he wearing a tuxedo? It looks like he should be on a wedding cake.
Isabella,It's mine! (takes the figurine) Don't you worry your little head about it.
Phineas,Whatcha doin'?
Lawrence,"Oh, my favorite bookcase finally gave up the ghost. A lot of these I should get rid of, but some of them are my favorites."
Phineas,Maybe we can help. We could build you the ultimate bookcase.
Isabella,Ooh! That's something we've never built before.
Buford,"Yeah. Because it's boring. Whereas a Bread Bowl Hot Tub, on the other hand..."
Phineas,I know what we're gonna do today!
Buford,"It's gonna be the bookcase, isn't it?"
Phineas,"Yes, it is!"
Lawrence,"Jolly good. We're gonna need wood and nails and—Oh, where's Perry?"
Ferb,Why would we need Perry to build the bookcase?
Lawrence,"I, uh, was just wondering."
Major Monogram,"Carl, Agent P beat your high score!"
Carl,"(offscreen) Oh, man."
Major Monogram,"Agent P, we've noticed an excess of plant life on Doof's balcony. We suspect it's part of a nefarious scheme. Get to the bottom of it, Agent P."
Carl,"I'm going back in, sir."
Major Monogram,"You can't keep chasing that high, Carl."
Phineas,"Ready, Dad?"
Lawrence,"Okay, let me just fetch my spanner. I won't be a tick."
Buford,What's a spanner?
Isabella,"A wrench, (affecting the King's English) with an English accent."
Buford,And what's a tick?
Isabella,"A parasitic arachnid that attaches itself to larger, warm-blooded vertebrates?"
Buford,Dis has not made anything clearer to me.
Lawrence,"What did I come in here for again? Was it my Bench Warmer baseball cards, or this photo of me kicking an orange, or my sculpture of the world's happiest jackalope?"
Buford,Why are we building this thing again? Pretty sure the prevailing wisdom is reading is boring.
Phineas,Reading helps with your imagination.
Buford,Yeah. I'm out.
Phineas,"All right, Ferb, let's kick it off!"
Phineas,We're gonna give Dad the ultimate summer reading bookcase!
Isabella,"We can add rope swings, secret passages."
Baljeet,A homework checking station. I mean a foosball station.
Buford,(coming back in) And a pool! That's hot! Filled with soup! I'm back in!
Candace,"You want to come to the backyard with me, Mom... You want to come to the backyard..."
Linda,You don't need me to see anything today. Dad's recruited the kids to help him build a bookshelf.
Candace,"(drops watch) Hmmm, perhaps it's time to try a more psychological approach."
Linda,It's really not.
Candace,Hehehehehehehehehehehehehe... (cackles)
Doofenshmirtz,"(with a bandage around his head) Ah, Perry the Platypus. So glad you could ""gum"" by! I mean, I knew gumbody would visit, but it's gum. It's gum. You're in a gum trap. No, really. Don't. Don't break out so fast. I-I-I-I put way too much effort into that trap. Took me six days to chew all that gum."
