Name,Dialog
Candace,"(on phone) No, Stacy, I have the whole place to myself. Mom and Dad are at the movies, and the boys are playing ping pong over at Buford's. Oh, so listen to this weird book I've been readin'. ""If one repeats this incantation in the presence of a doll, then alive it shall be!"" Ha ha! But check this out: ""The light of a full moon will make it evil."" Oh, (picks up Ducky Momo doll) I'm so totally doing it! Oh, relax, Stacy, it's funny! Ukka-samma-hi, oona-mooda-salla. I will you alive, Ducky Momo! (in a demonic voice) ""Candace, this is Ducky Momo! You must buy more of my memorabilia, like my 50th anniversary collector's item bobblehead!"" (normal voice) But, y'know, I'm really concerned about its resale value. (puts the doll on her face) Aaah! Help! Help! Ha ha ha! Sorry, okay, just havin' a little fun! (leaves her windowsill and walks to her closet and while at her closet) So, what's up? Y'know I just use this new exfoliating and moisturizing scrub in the bath, which is totally confusing (Candace changes her clothes) because why exfoliate off all the cells you just moisturized?...Weird. (hears something move) Hold on, Stacy. I thought I heard a sound coming from under the bed. (reaches under her bed and a black cat screeches and scurries from under it) Cheese and crackers! And we don't even have a cat. (reaches back under the bed and gets her Ducky Momo doll) How did you get underneath there? (picks back up the phone) Oh, it's nothing. Ducky Momo must've fallen under my bed. (to the doll) Now stay put. (lightning flash as the doll moves) Okay, so let me tell you about my day with Jeremy. So he picks me up and the same song I've been playing in my room was the same song he was playing in his car! (The doll crawls onto the bed behind her.) The same song! I mean, what are the chances of that? (Candace drops the towel onto the doll.) And then he says, ""You wanna get grilled cheeses at that place?"" And I was just thinkin' I wanted grilled cheese so he gets one!"
Candace,"Is someone there? (gasps and dials her phone) Stacy, I know you're gonna think this is crazy, but I honestly think something is in the room with me. Have you ever been in a situation where your whole body, like, senses a presence? Like, you can't see it, but it's, like...it's, like, right next to...you? (Zoom out to reveal the Ducky Momo doll on the arm of the couch. The doll quacks and stretches his arms out. Candace screams and runs off.) Upstairs! The only logical escape! (Candace runs upstairs but gets her ankle caught in a curtain. The doll approaches the stairs quacking. Candace screams and bites the curtain off. The doll climbs up the stairs. Candace frees herself from the curtain, hides behind a wall and dials her phone.) Stacy, you gotta help me! The spell from that weird book worked! Ducky Momo is alive and he's trying to get me!! No, he's downstairs. He—Would you stop laughing? Yes, you are! I can hear the milk shooting out of your nose! (She looks behind her and sees the doll and yells, dropping her phone.) My phone! (The phone lands by the doll's webbed feet. It ends the call.) Back! Stay back! Ah! (Takes down a picture) Stay away from me! (Takes down a poster and crumples it up.) You stay away! I'm serious! Uh! (She slides a table across the hall.) Oh, come on! (The doll sees the crumpled poster on the floor and walks around it.) No! He's unstoppable! (Cut to Candace pulling on her bedroom door handle.) Come on! Open! Open! Open! Oh, yeah. It's an innie. (Pushes the door open and pants.) Keep it together, Candace, think! Think think think! Block the door! Block the door! (She blocks the door with everything but the kitchen sink. She then pulls up the doll and screams and hides under her bed.) I didn't really mean to wish you to life! I was just goofing around! I don't understand! What do you want?! (The doll jumps on the bed, reaches out his arms and quacks.) Huh? It almost looks like you want a...a hug. (The doll jumps up and down excitedly.) Seriously? You just want a hug? Well, okay. (Hugs the doll.) But I don't get it. If the incantation made you alive, then the moonlight should've made you evil. (The doll shakes his head quacking and points out the window.) What? What? Oh, the moon was behind the clouds, so you're not evil. (The clouds uncover the full moon shining on Mr. Miggins, who comes to life and roars evilly.) But now Mr. Miggins is!! AAAAAAAAAHHH!!!"
Candace,"Well, I'm watching you. (walks into the house and closes the door, then opens it shortly after) And I'm in charge, conditionally! (closes the door again; looks out the window, then answers her video phone when it rings.) Hello? Oh, hi, Stacy! No, I can't go to the mall right now. Mom just went to the store, she left me in charge, well, you know, conditionally. (Phineas and Ferb walk past with lots of wooden planks.) Oh if you go, can you see if Jeremy is there? No, no, he's the cute one that works at Mr. Slushy Burger. (Phineas and Ferb walk past with steel beams.) Yeah, he totally smiled at me last time I was there. I just about died. No, I told you I can't. I'm watching my brother and stepbrother. (Phineas and Ferb walk past with sinks and toilets.) Yeah, and they never get into trouble ‘cause Mom never catches them. One of these days though, I'm going to see to it that she catches them red-handed. (Phineas and Ferb walk past with a flamingo and a lion in a cage that roars loudly.) Will you hold it down?! I am trying to use the phone! (at Stacy) Mom left me in charge, so there will be no shenanigans today. What are they doing right now? Why do you ask? What do you mean you can see it from your house? See what?! (She runs out to the backyard and stares in shock upon seeing the rollercoaster that Phineas and Ferb are building.) Phineas, what is this?!"
Candace,"Listen up, team, I'll be at the front of the house tracking Mom on my GPS device. (Cut to Stacy and Jenny asleep.) Jenny, (Jenny wakes up.) you'll guard the gate. See to it that Phineas and Ferb stay in the hot zone. Stacy, (Stacy wakes up.) you make sure whatever they built stays there 'til Mom comes home. To achieve that goal, we use the following busting jargon: When Mom comes home, the cue is ""The condor is in the nest."" When the boys are in prime busting position, it's ""The peas are in the pod."" And if what they've built somehow disappears, I want you to scream, ""The banana has split!"" Got it? (Stacy and Jenny salute.) Good. Now, in the event that any of us should be captured— (alarm blares) That's the Mom Signal! Ladies, it's go time! So move it, move it, move it!"
Candace,"Well, If they really are doing nothing, I guess I've got some time to go about my personal business. Let's see... What do I usually do? I know! I'll call Stacy and tell her how I'm busting Phineas and Ferb for—Oh yeah, can't do that 'cause they're not doing anything. Wait a minute! I know! (She sets up a video camera.) I'll put this camera in just the right spot so when Phineas and Ferb are—Ugh! (She has a rope trap set up.) And then when Phineas and Ferb walk by I'll—Ugh! (Now she is in the bathroom applying lip gloss.) Well, if there's one thing I know, I'm gonna look sooo good when I bust them for—Agh! Face it! You can't do anything unless you're trying to bust them for doing something. And if they're doing nothing, then... (Sobbing) ""Who is Candace?"""
Candace,"Okay, I was having a rotten day. One crummy thing after another kept happening and when he told me that this thing can make the day start over again, I just couldn't help myself. And then the days just kept looping and I know I should've said something sooner, but I kept coming so close to busting you guys! And I swear I had no idea it would do any of this. I thought I'd get one do-over and that would be that, but then I saw it was creating problems and making things disappear and making people forget, but by the time I tried to stop it, it was too late, and I lost you guys! And I don't know how to fix it!"
Candace,"Oooooh, what are those two up to now? (Cuts to her perspective out the window.) Okay, Phineas and Ferb are standing in the yard with two nerds, Isabella, and the Eiffel Tower. (Cut back to her.) That's nothing but trouble! Wait a sec... (She gets out binoculars, cut to her view from them.) Those aren't my brothers. (Zoom in on Buford and Baljeet) What?! Is that Buford and Baljeet?! (Cut back to her, she gets out her phone and dials it.) Oh, I am so calling Mom! (Stops) Hold on. If those aren't my brothers, why am I calling my mom? Why not call Buford and Baljeet's moms? That satisfies the Mom response, and the bust urge! I'll call that dork Irving's mom, too. And what the heck? Why leave my mom out of the party? (She laughs, plays another song on her headphones and dials numbers, humming.) Information, please. (Hums more.)"
Candace,"Me? I'm just makin' a snack. Oh I just thought I'd have, you know, somethin' healthy. What? Oh, okay, you caught me. Donuts and cheesy popcorn. (The Ducky Momo doll peers behind the door. The door handle jiggles. Cut to outside as the doll attempts to open the door. The doll reaches into its stuffing and takes out a credit card and slides it through the door. Cut to Candace getting a glass of water.) Yeah, Jeremy was so great, he took us out for mani-pedis. (The door opens.) Is someone there? Oh, the storm just blew the door open. Yeah, I know. Creepy. (The Ducky Momo doll attempts to walk between Candace's legs. Candace closes the door with her leg, slamming it on the doll.) Anyway, since Jeremy's mom is a regular at the mani-pedi place, we got special treatment. Yeah, they served us sparkling apple juice and finger sandwiches and made fun of us in Thai. It was all so classy. What can I say? (closes the fridge door with her foot) I love a well-groomed foot."
Candace,"I'm ready for this trip to be over. I'm tired of being in mobile lock-down, where I can't even call my friends because of spotty cell service! That, combined with the refrigerator door opening every time we make a left and sharing a bathroom the size of a postage stamp. The only consolation for this whole rigmarole, besides the fact we didn't stop at one of those greasy spoon road stop diners, is the fact that you two haven't done (echoing) anything bustable for a whole week! Seven solid days. Are you even listening to me?"
Candace,"Gee, Jeremy. I forgot you're a whole year older than me. A trip to college? Heh-heh.. That's, that's really great. Okay, well, I'll talk to you later. Bye. (Hangs up phone and picks up a stuffed teddy bear with a picture of Jeremy taped to its face) (to the teddy bear) Oh, Jeremy! In the blink of an eye, you'll be moving on to the next phase of your life. You'll be going to college and wearing tweed jackets with patches on the elbows! You'll be so mature! And look at me! I'm a child! Jeremy, you'll see! I can mature! Starting with taking this silly photo off. (rips off photo. gasps) Oh, Mr. Miggins! (hugs it) Have you been there the whole time?"
