Name,Dialog
Phineas,"So Ferb, what should we do today? I mean, besides giving Perry a bath."
Phineas,(peeking over the fence) What is that wonderful noise?
Phineas,"Awesome. Ferb, I know what we're gonna do today!"
Candace,"Oh, I have got to take a new picture of myself for my blog. I didn't realize mine is already a week old. (Takes a picture of herself) That's better."
Candace,WHAT ARE YOU DOING TO MOM'S CAR?!
Phineas,We tricked it out!
Candace,You don't even know how to drive.
Phineas,"Well, duh. That's why Ferb built this remote."
Candace,"(deeply) Oh, you are so busted."
Candace,"(opens door) Mom?! (closes door, opens another) Mom?! (closes door, opens another) Mom?! (closes door, reenters garage) Um, where's Mom? (smiles awkwardly)"
Phineas,She's playing bridge at Mrs. Garcia-Shapiro's!
Candace,"Heh, they won't get away with it this time!"
Vivian,"Oh, Candace, dear. Bubela, how good to see you. What a coincidence. Do you know your mom is here?"
Candace,"Mmm-mmm. Yeah, I do, Mrs. Garcia-Shapiro. I need to talk to her if you don't mind."
Vivian,Oy-vey. Look how tall you are now. You must've grown a couple of inches since the last time I've saw you.
Candace,"That was last week, Mrs. Garcia-Shapiro."
Vivian,"Well your mom's inside, dear. Where are your braces? I thought you were wearing braces."
Candace,Yeah. MOM! MOM! MOM! (runs inside)
Linda,"What is it, Candace?"
Candace,"Oh, you have got to see what Phineas and Ferb are doing!"
Phineas,"Hey, Ferb. What's the red button for?"
Candace,MOOOOOOOOM!
Linda,What is it? What do you want me to see?
Candace,(guestures toward the boys) Quick!
Phineas,"Hi, Mom!"
Linda,"Hi, boys! (to Candace) Well, if that's all, I'll just be getting back to the game."
Phineas,Good thing we've beefed up the suspension.
Phineas,Woah! What else can it do?
Isabella,"(Dreamy look and voice) Hi, Phineas."
Phineas,"Oh, hi, Isabella."
Isabella,What'cha doin'?
Phineas,We're entering The Swamp Oil 500 today.
Isabella,Aren't you gonna need a pit crew?
Phineas,Do you know a pit crew?
Isabella,Well...I know a few people who work well together.
Phineas,"Great! You're hired! See you at the track. (To Ferb) Hey Ferb, where's Perry?"
Major Monogram,"Good morning, Agent P. The evil Dr. Doofenshmirtz is up to his old tricks. For reasons completely unknown, he's purchased a giant airship or blimp, as the kids say. Your mission is to find out why, and if necessary, put a stop to it."
Isabella,"(Dreamily) Hi, Phineas. I got your pit crew."
Phineas,Cool! See ya in the pits.
Isabella,"Okay, girls. We're dealing with a 426 cubic inch, fully-blown V8, with hypo lifters, radical cam and a limited slip differential."
Gretchen,Would that be electronically fuel-injected?
Candace,Phineas?! PHINEAS! PHIN-E-AS!
Man,Hey! I can't hear the cars!
Jeremy,"Hey, Candace! I didn't know you were a racing fan!"
Candace,"Jeremy. (Slaps) Who, me? Oh, yeah! Yeah, I'm a big fan of those, uh, uh...that red one is cute!"
Jeremy,"Oh, that's Billy Ray Digler's car. He's great."
Candace,"Yeah, he's the best. That Billy Roy."
Jeremy,Billy Ray.
