Name,Dialog
Mad scientist,"You know what we're going to do today, Torbo? It's time to test...the teleport! (Flips a switch, causing the teleports to activate. Torbo teleports to the one to the right, only get to singed.) Eureka! Now I can teleport myself anywhere in the world!"
Torbo,"Wouldn't you have to take one of those teleport things there first? Oh, but then you'd already be there."
Torbo,"(continued) It kinda renders the whole thing redundant, doesn't it?"
Mad scientist,"Do you want me to remove your tongue again, Torbo?"
Phineas,"Cool! (turns off TV with the remote) I know what we can do today, Ferb. (chuckles while Ferb covers his mouth with his hands) No, not the tongue thing. The teleporter."
Linda,"(off screen) Hey, boys."
Phineas,"Hey, Mom. Ferb and I are gonna build a teleport device."
Linda,"Oh, great. I wish you could teleport to where my earrings are. I've lost them."
Phineas,The dangly smoky topaz or the hoops?
Linda,Hoops.
Phineas,"Oh, she must be wearing the blue dress. We'll keep an eye out for 'em. (To Ferb) Come on, Ferb. We're burnin' daylight."
Phineas,"Teleports completed! Hey, where's Perry?"
Candace,(sniffs) (record scratch) Ew! (Perry wakes up) You're not supposed to be here. (Perry chatters) I told Phineas and Ferb to keep you outta my room. (kicks the bedroom door open as she's holding Perry) I'm gonna give them a piece of my mind.
Candace,Mom! Do you know where Phineas and Ferb are?
Linda,"They're in the garage, honey."
Candace,"Oh, by the way, Jeremy's gonna be here soon. Please try not to embarrass me in front of him again."
Linda,"What do you mean, again?"
Candace,Remember my fifth-grade graduation with the inflatable–
Linda,"Oh, that's right. My bad."
Phineas,This is a glorious day for mankind. Ready with the camera so we can document it? (Ferb gets ready with the camera) Cheese!
Candace,(Candace runs in front of the lens right when Ferb takes the photo.) How many times have I told you to keep Perry out of my room?! (notices the teleports) What are those?
Phineas,"Teleports. Pretty cool, huh?"
Candace,"You guys are so bus – Aah! (trips on a controller, disappears through one teleport, and appears from the other)"
Phineas,"Cool, it worked. (suddenly looks concerned) Candace? Are you OK?"
Candace,(pointing at her brothers) Wait a second. How did you guys get so big? (gasps) And why is my hand green?
{Editor's Note,"Until Perry and Candace switch back, this transcript refers Perry in Candace's body as Perry/Candace and Candace in Perry's body as Candace/Perry.}"
Candace/Perry,"(takes a pink mirror from a nearby box; screaming) I'm an ugly, smelly platypus!!! I'm a platypus! I'm a platypus! I'm a platypus! I'm a platypus!"
Phineas,(talking over) Amazing. You and Perry going through the teleport at the same time must have switched your brains!
Candace/Perry,"Oh, you think? You guys better change me back now or I'll... Wait... Jeremy's gonna be here soon!"
Phineas,"Not a problem, sis. We'll just put you both through the teleporter again. Hey, where's Perry? Uh, I-I mean Candace. I mean Perry in Candace's body?"
Phineas,"I wonder where he scampered off to. Any ideas, Ferb?"
Isabella,What'cha dooooin'?
Phineas,"Hey, Isabella. We built a teleportation device and accidentally switched Candace and Perry's brains."
Isabella,Really? That's so cool!
Candace/Perry,You wouldn't think it was so cool if you smelled like this.
Phineas,We're looking for Perry so we can switch them back to normal. Wanna help?
Isabella,You betcha.
Major Monogram,"(off screen) Carl! How many times have I told you, lift the seat when you're done?! (Monogram rises on his seat.)"
Carl,(off screen) Sorry!
Major Monogram,"Oh, there you... Uh-oh. Carl, I think we have a breach of security."
Carl,"(off screen) What do you mean, sir?"
Major Monogram,There's a teenage girl in here.
Carl,(pushes forward) A teenage girl?!
Major Monogram,"Agent P, brilliant disguise!"
Carl,Man! I thought it was a real girl. (walks away in disappointment)
Major Monogram,"Now for your mission. Slushy the Clown statues have disappeared all over the Tri-State Area. Without that clown, there's just nothing fun about lunch anymore."
Major Monogram,Carl and I have lunch at Mr. Slushy Burger every day.
Major Monogram,"We really miss that clown. (sniffles) So, ahem, drop whatever you're doing and find out what happened to those statues by lunchtime."
Stacy,"Candace? Hey, Candace! Awesome scooter! Hey, wanna come to Slushy Burger with my mom and me?"
Perry/Candace,(smiles awkwardly and tips his/her fedora; The light turns green and he/she hurriedly speeds off.)
Stacy,Was that a yes or a no?
Dr. Hirano,"I don't know, but I like the hat."
Stacy,"Yeah, it's a good look for her."
Candace/Perry,"Come on, guys! Are you almost done? Jeremy's gonna be here soon."
Phineas,"Ferb's printing up the last one now. Looks great, Ferb."
Candace/Perry,"(reading from the flyer) ""Lost platypus. Looks like a girl""? Why did you use that picture? I don't want anyone to see me like that!"
Phineas,"That's the only picture we had. (To Isabella) Good job, Isabella!"
Isabella,Glad I could help!
Candace/Perry,Aaaah! Now everyone will see that horrible picture!
Phineas,"OK, Candace, just stay here while we post these around town. We'll find Perry in no time."
